clf,metric,group,base,iter_0,iter_1,iter_2,iter_3,iter_4
LG_equal,FN,g0,0.11176470588235295,0.023529411764705882,0.0,0.11176470588235295,0.023529411764705882,0.0
LG_equal,FN,g1,0.056100981767180924,0.017391304347826087,0.0,0.056100981767180924,0.017391304347826087,0.0
LG_equal,roc,g0,0.641174294446673,0.6223750617101002,0.6412548571065195,0.641174294446673,0.6223750617101002,0.6412548571065195
LG_equal,roc,g1,0.6581087356528739,0.6344937286402511,0.6780421157370253,0.6581087356528739,0.6344937286402511,0.6780421157370253
LR_0.2,FP,g0,0.36805672588281285,0.4454649698127959,0.5536897884723972,0.3784519827998089,0.3154949398427659,0.5636897884723971
LR_0.2,FP,g1,0.43375668449197863,0.47331402257872845,0.5762180629827689,0.3601455733808675,0.3814839572192513,0.5469251336898395
LR_0.2,FN,g0,0.4555882352941176,0.37735294117647056,0.3468954248366013,0.49078431372549025,0.5092156862745097,0.29715686274509806
LR_0.2,FN,g1,0.4045994554904711,0.3552842174738058,0.237208151142645,0.4670186728267744,0.42660946566564917,0.34993812391716855
LR_0.2,roc,g0,0.5881775194115347,0.5885910445053668,0.5497073933455008,0.5653818517373504,0.5876446869413622,0.5695766743912525
LR_0.2,roc,g1,0.5808219300087751,0.5857008799737329,0.5932868929372932,0.586417876896179,0.5959532885575498,0.5515683711964959
LR_0.1,FP,g0,0.36805672588281285,0.4454649698127959,0.5536897884723972,0.3784519827998089,0.3154949398427659,0.5636897884723971
LR_0.1,FP,g1,0.43375668449197863,0.47331402257872845,0.5762180629827689,0.3601455733808675,0.3814839572192513,0.5469251336898395
LR_0.1,FN,g0,0.4555882352941176,0.37735294117647056,0.3468954248366013,0.49078431372549025,0.5092156862745097,0.29715686274509806
LR_0.1,FN,g1,0.4045994554904711,0.3552842174738058,0.237208151142645,0.4670186728267744,0.42660946566564917,0.34993812391716855
LR_0.1,roc,g0,0.5881775194115347,0.5885910445053668,0.5497073933455008,0.5653818517373504,0.5876446869413622,0.5695766743912525
LR_0.1,roc,g1,0.5808219300087751,0.5857008799737329,0.5932868929372932,0.586417876896179,0.5959532885575498,0.5515683711964959
LR_0.01,FP,g0,0.3449798028058898,0.613727576771055,0.509896190765756,0.7027698388567953,0.47495851974112846,0.5369747643660687
LR_0.01,FP,g1,0.43375668449197863,0.5568850267379679,0.625668449197861,0.5254010695187166,0.5768716577540107,0.5351604278074866
LR_0.01,FN,g0,0.48058823529411765,0.291764705882353,0.4327450980392157,0.20575163398692814,0.3905882352941176,0.35026143790849673
LR_0.01,FN,g1,0.4045994554904711,0.3219151335148365,0.3165800401507026,0.2769394714407502,0.2893820641861233,0.3458639276187333
LR_0.01,roc,g0,0.588658288642304,0.5779586024944081,0.5450998312571202,0.5503106101769785,0.5672266224823769,0.5610841392906611
LR_0.01,roc,g1,0.5788611456950497,0.6142949168277111,0.5591245346793569,0.6197291213012895,0.566873139029933,0.5758898541141136
DT_0.2,FP,g0,0.7716209877079442,0.8267988533205924,0.8942726838379013,0.8410129001433349,0.8702154367371759,0.873687616731095
DT_0.2,FP,g1,0.6486259655377303,0.7523692810457516,0.8762403446226976,0.7410502079619727,0.8862299465240643,0.7852866904337492
DT_0.2,FN,g0,0.19787581699346407,0.16166666666666668,0.06620915032679739,0.14529411764705885,0.09222222222222223,0.07454248366013072
DT_0.2,FN,g1,0.17959326788218793,0.10458158017765311,0.057900888265544646,0.05942028985507246,0.057176250584385226,0.046961196820944365
DT_0.2,roc,g0,0.5787637856602051,0.5435679172347971,0.6206741119778204,0.5467970607113829,0.5533921368486586,0.5833602520667738
DT_0.2,roc,g1,0.630813586112757,0.641258617859146,0.564943376092415,0.6441571529585101,0.5874339623860083,0.5808982438442674
DT_0.1,FP,g0,0.8940316205533598,0.8681918081918081,0.864125874125874,0.840412196499153,0.7966259827129392,0.8211388611388613
DT_0.1,FP,g1,0.8477272727272727,0.7652703505644682,0.8633986928104574,0.8498737373737374,0.6783793820558527,0.785769459298871
DT_0.1,FN,g0,0.05176470588235295,0.13277777777777777,0.12666666666666665,0.11509803921568626,0.175,0.09999999999999999
DT_0.1,FN,g1,0.053823941918983584,0.1393009377664109,0.08863955119214587,0.053823941918983584,0.15406732117812064,0.084088221543877
DT_0.1,roc,g0,0.5800696200645049,0.5884590758062626,0.5406645185590199,0.557114468793497,0.5151514929372986,0.5950592169978359
DT_0.1,roc,g1,0.6122926161624495,0.6241218179651478,0.5601047341245138,0.541676854344951,0.6323421076535507,0.6152929967941105
DT_0.01,FP,g0,0.33850931677018636,0.6048256091734353,0.4170920383963862,0.3641106719367589,0.6433540372670807,0.4805594405594406
DT_0.01,FP,g1,0.397979797979798,0.6263888888888889,0.41717171717171714,0.32954545454545453,0.6555555555555556,0.4398395721925133
DT_0.01,FN,g0,0.5947712418300654,0.37107843137254903,0.453562091503268,0.5845098039215686,0.3261764705882353,0.5194444444444444
DT_0.01,FN,g1,0.5099744245524296,0.33115942028985507,0.4680169402964552,0.5853972444517779,0.3158485273492286,0.534819734345351
DT_0.01,roc,g0,0.5028628635502037,0.6064773600937283,0.5792817442574476,0.5736014306807146,0.6110105533852337,0.5156043985142451
DT_0.01,roc,g1,0.5898479837980497,0.6146428031240546,0.6256161566160741,0.5856968017773645,0.5374957343003502,0.5709733462002251
